Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.74322219,74.67748488,74.83180879,75.0527172,75.20425987,73.18893677,71.81417622,74.64720954,75.64352732,75.81791711
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.30497988,63.72379086,64.03405537,64.60233172,64.97250144,64.83249455,64.26741437,65.76320179,66.51610828,66.7055219
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.99229164,61.40181927,61.57966487,62.34009682,62.79753969,62.81836239,62.38012743,63.45834102,64.5179111,64.70151063
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.65609756,82.25853659,83.74634146,83.04146341,84.16097561,81.65853659,84.40243902,84.12195122,84.59512195,84.2
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.99,76.136,76.239,76.485,76.698,76.928,76.278,77.3,77.483,77.672
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.3495072,67.6791939,67.99529154,68.28100336,68.55742563,68.04035634,66.3662903,69.30109468,69.59637466,69.78616153
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.36751723,70.60594537,70.80800475,71.13417073,71.36949233,70.74835668,69.67143495,71.68492595,71.973533,72.10857562
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.83,52.908,53.874,54.638,55.249,55.133,54.209,56.812,57.375,57.798
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.07623288,76.29289972,76.41743435,76.77814894,76.99796063,76.69356381,76.3060137,76.95436731,77.12405633,77.23331363
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.32195122,74.67073171,75.4804878,75.6804878,76.28292683,75.02926829,74.03658537,75.64390244,77.2902439,77.19512195
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.29268293,82.68536585,82.09512195,82.29512195,82.63902439,82.14390244,82.59756098,82.94634146,83.3097561,83.19512195
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.4804878,74.5804878,74.62926829,74.78292683,75.38780488,75.18536585,72.9804878,74.27804878,75.42682927,76.42926829
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.22439024,83.27560976,83.52682927,83.67804878,83.92926829,84.12926829,83.72926829,83.0804878,83.1804878,83.33170732
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.829,79.885,78.762,80.029,80.078,80.085,80.206,80.236,80.224,80.438
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.894,73.228,73.608,73.946,74.245,73.133,73.385,75.161,75.313,75.493
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.323,85.63,85.878,86.084,86.151,86.089,85.113,85.746,86.372,86.497
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.118,70.179,70.375,70.236,70.181,69.914,68.991,71.546,71.198,71.332
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.362,63.431,63.433,63.491,63.504,62.706,62.516,63.068,63.632,63.835
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.607,78.913,79.228,79.433,79.707,78.713,78.052,80.76,81.041,81.285
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.15104093,70.42886352,70.70965927,70.94032135,71.2438695,69.91107896,69.71131935,71.69172932,72.08383647,72.31464045
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.431,74.376,74.261,74.301,74.53,70.449,69.75,73.973,75.069,75.264
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.292,65.477,65.673,65.87,66.047,65.387,65.421,66.725,66.945,67.075
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2070683,71.44218049,71.65968346,71.95979895,72.18926667,71.52111648,70.39535303,72.51720203,72.74271668,72.88759493
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.40243902,75.4,75.95365854,76.64878049,76.60243902,74.39512195,73.24634146,74.42487805,75.31609756,76.61658537
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.852,58.286,58.562,58.873,59.217,58.858,59.116,60.035,60.439,60.675
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.79756098,82.35365854,82.19512195,82.24878049,82.65853659,82.09756098,82.25853659,82.29756098,83.35609756,82.95609756
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.288,65.64,65.909,66.232,66.457,66.612,65.553,66.506,66.889,67.095
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.28732636,69.53283764,69.81413164,70.0733669,70.41748459,69.05063429,68.92802148,71.00553154,71.27588499,71.48718638
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.60243902,76.54146341,76.68536585,77.88536585,76.68292683,75.93170732,73.82439024,76.18780488,77.58780488,77.8902439
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.8102439,70.22390244,70.54341463,70.82707317,71.05317073,71.34902439,71.64512195,71.90073171,72.12243902,72.39804878
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.36,77.392,77.47,77.51,77.844,78.03,78.16,78.531,78.808,78.947
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.711,59.455,60.148,60.79,61.306,61.39,60.268,63.011,63.611,63.797
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.498,66.823,67.088,67.419,67.64,66.794,66.762,68.281,68.484,68.713
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,74.17707317,73.6802439,73.51463415,73.41219512,73.78902439
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.324,63.163,63.914,64.464,64.995,65.216,64.782,66.037,67.353,67.561
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.288,75.371,75.542,75.734,75.9,76.057,73.917,75.444,76.657,76.821
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.00362547,78.88001038,78.86828828,78.96027679,79.13288972,77.44928308,76.85901964,77.81705992,78.73066874,79.23913987
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.008,60.81,61.661,62.579,63.546,64.071,60.85,64.19,67.385,67.516
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.206,77.359,77.504,77.557,77.262,77.049,77.113,77.698,78.766,78.921
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.85,59.228,59.524,59.765,60.031,59.89,59.542,60.398,61.183,61.433
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.939,52.189,52.397,52.669,53.009,53.072,53.455,54.079,54.462,54.635
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.899,73.18,73.389,73.879,73.764,70.766,70.478,74.463,74.947,75.1
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5097561,81.56097561,81.76097561,81.81219512,82.11219512,81.35853659,81.3097561,81.61463415,81.86341463,81.96585366
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.30487805,82.40731707,82.6097561,82.75853659,82.95853659,83.2097561,83.16341463,82.5097561,83.01219512,83.16097561
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.374,68.444,68.74,69.036,69.299,69.106,68.385,70.087,70.354,70.636
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.897,60.996,61.101,61.238,61.393,61.527,61.331,61.93,62.109,62.279
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.61243902,81.65853659,81.85853659,81.70731707,82.05609756,82.25609756,82.20731707,81.95853659,81.75853659,82.0097561
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.76194769,79.89142269,79.93091953,80.02803113,80.24492466,78.95786284,78.58672919,79.51700423,80.16291779,80.39839421
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.346,79.581,79.748,79.864,79.946,77.763,75.969,77.911,80.031,80.246
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.47579356,71.77073419,72.1178743,72.42178504,72.65701164,72.50970978,71.76997193,72.90622142,73.58498154,73.81379602
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.641,65.943,66.223,66.481,66.729,65.701,65.773,67.417,67.649,67.799
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.583,77.772,77.901,78.266,78.514,76.33,77.004,79.324,79.594,79.775
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.732,75.951,75.958,76.018,76.275,73.832,71.596,76.834,77.74,77.941
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.45,69.49,69.966,69.761,69.68,70.097,66.675,69.472,69.833,69.946
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.07,69.046,69.019,68.989,68.982,68.689,68.563,68.922,69.269,69.383
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.473,64.7,64.923,65.114,65.331,65.075,64.358,65.274,66.134,66.256
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.45121951,77.85121951,77.75365854,77.60243902,77.90487805,76.4,75.35121951,77.15609756,78.25853659,78.4097561
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.93635452,59.23642646,59.5403226,60.20753357,60.55685312,60.50135459,60.27532847,61.3833053,62.16363852,62.35432691
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.677,80.355,79.07,81.086,81.438,80.009,79.77,79.427,81.69,81.902
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.825,72.971,73.034,73.02,72.928,72.783,73.437,73.641,73.642,73.743
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.12439024,81.12439024,81.42439024,81.32439024,81.67560976,81.32926829,81.37804878,81.63170732,82.32926829,82.38292683
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.454,73.487,73.45,73.627,73.668,72.72,68.108,72.319,73.844,73.982
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.577,74.917,75.216,75.38,75.811,74.998,73.89,76.662,65.17,69.213
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.1166096,68.28565086,68.5192875,68.58258879,68.64215783,68.35681088,67.48102092,69.1004349,69.2745949,69.44035694
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.44005927,80.61119994,80.66482252,80.74411181,80.96991185,80.0657048,79.79328528,80.19247216,80.83416811,81.11220756
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.339,82.555,82.774,82.985,83.195,82.459,79.571,83.859,84.07,84.192
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.785,82.147,82.458,82.714,82.945,80.409,81.083,81.857,82.368,82.522
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.91219512,75.2097561,75.2097561,75.35853659,75.60731707,74.25365854,72.8097561,75.15365854,76.40487805,76.45853659
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049,69.9002439,72.54560976,73.25463415,73.4404878
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.419,65.733,66.14,66.354,66.691,66.953,66.85,67.528,67.785,68.017
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.51103341,69.91847071,70.29047234,70.6523574,70.99756231,70.3622207,67.82152998,72.01157313,72.32476488,72.55996145
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.776,78.354,78.721,78.75,78.313,77.596,77.089,77.31,78.732,78.982
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.375,64.677,65.146,65.501,65.803,65.124,64.46,65.695,66.331,66.521
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.451,66.724,67.059,67.379,67.668,67.496,66.868,67.788,68.683,68.924
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.74390244,82.84634146,83.09512195,83.29756098,83.59512195,83.54390244,83.09268293,82.89512195,83.09756098,83.34634146
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.323,69.501,69.652,69.806,69.981,69.258,68.89,70.409,70.528,70.694
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.454,56.937,57.761,59.059,59.593,59.694,60.26,61.275,61.786,61.964
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.952,70.908,71.007,71.384,71.725,70.244,69.941,71.969,72.099,72.302
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.596,84.775,84.933,85.095,85.257,82.65,83.539,85.708,85.706,85.817
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.056,55.283,52.19,54.767,57.249,57.095,55.703,53.931,58.816,58.967
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.28780488,75.68780488,75.53902439,75.8902439,75.93658537,74.47804878,72.7804878,75.23658537,76.14146341,75.96829268
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.92454012,59.32000984,59.63679456,60.25831901,60.6066409,60.62236979,60.17754886,61.28337007,62.06536377,62.25548234
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.757,36.72,35.351,51.905,58.129,57.648,57.047,57.203,57.617,57.738
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.39879621,59.81215991,60.15847607,60.7667796,61.12936641,61.16765316,60.70350301,61.85727311,62.60285836,62.80379454
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.12187705,71.37355076,71.65187524,71.86407356,72.00096073,71.82555528,70.77568259,72.38029723,72.91304002,73.11152725
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.023,66.563,67.074,67.602,68.043,67.979,68.026,69.237,69.718,69.905
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.567,70.979,71.247,71.468,71.773,72.321,68.943,73.254,73.631,73.757
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,74.61463415,76.96585366,78.1195122,78.37073171
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,80.67560976,81.28292683,81.92926829,82.28536585
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.35609756,83.05609756,83.05853659,83.3097561,84.06341463
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.941,56.228,57.574,58.707,59.85,59.862,58.228,63.028,64.123,64.264
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.899,75.952,75.455,75.693,75.68,75.002,74.505,76.18,76.371,76.528
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098,74.5097561,75.4195122,76.29512195
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.265,65.19,65.651,67.371,70.97,71.944,72.418,72.79,72.12,72.56
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.321,77.437,77.505,77.596,77.691,77.499,77.234,77.918,78.008,78.181
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.32,51.603,51.875,52.447,52.993,53.082,53.136,54.528,55.069,55.238
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.97777684,75.183227,75.26716402,75.61012415,75.80428772,75.73384971,75.30098061,75.96103475,75.90856436,75.98695662
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.3408133,73.69021098,74.13186818,74.2976622,74.59094626,73.14925125,72.15064068,74.18836548,74.69775854,74.96598197
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.23,59.677,60.145,60.608,61.061,61.14,61.337,62.292,62.74,62.935
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.563,76.769,76.989,77.19,77.197,77.331,77.606,75.291,76.412,76.564
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.665,69.982,70.524,70.737,70.962,68.605,69.594,71.562,71.79,71.927
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.061,69.142,69.19,69.272,69.405,68.846,69.353,69.913,70.073,70.201
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.65059041,74.58947943,74.76141014,74.9760978,75.13197115,73.07474936,71.74492746,74.56842935,75.56992584,75.74473055
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.326,65.61,65.898,66.204,66.496,66.919,66.199,67.368,67.689,67.904
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.25153486,69.49618264,69.77724095,70.03684444,70.38009178,69.0090964,68.89310323,70.96543255,71.31945609,71.50352055
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.851,71.951,72.066,72.169,72.292,72.379,72.13,72.635,72.895,73.07
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.51103341,69.91847071,70.29047234,70.6523574,70.99756231,70.3622207,67.82152998,72.01157313,72.32476488,72.55996145
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.39879621,59.81215991,60.15847607,60.7667796,61.12936641,61.16765316,60.70350301,61.85727311,62.60285836,62.80379454
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.882,72.935,72.984,72.658,72.836,72.645,71.111,73.331,73.49,73.617
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.875,75.007,75.177,75.37,75.599,75.004,72.893,76.05,76.508,76.711
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.539,76.595,77.037,77.454,77.737,76.525,75.722,77.591,77.156,77.421
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.365,65.51,65.683,65.871,66.109,66.357,65.824,66.852,67.105,67.259
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.928,64.404,64.963,65.488,66.007,66.771,66.131,66.879,66.995,67.212
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.831,64.494,65.174,65.775,66.354,66.41,66.45,67.675,68.252,68.487
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.686,73.389,73.993,73.569,73.92,73.283,71.631,72.658,73.422,74.692
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.17529227,75.34019106,75.48076084,75.82174311,76.02912536,75.23126363,74.72737133,76.00895943,76.19472743,76.32258936
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.285,77.351,77.618,77.527,77.503,78.381,75.434,76.468,78.138,78.287
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,76.9804878,76.32926829,77.43414634,78.38536585,78.8902439
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.33,71.58,71.737,71.999,72.093,71.461,71.681,72.147,72.388,72.528
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.463,70.7,71.013,71.017,70.994,69.605,69.132,71.191,71.23,71.382
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.004,72.002,71.903,72.641,72.766,72.369,71.536,72.566,72.514,72.673
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.558,76.624,75.67,76.728,76.845,76.894,75.297,77.177,77.276,77.431
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,80.06829268,80.3195122,80.5195122,80.77073171
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.955,73.984,74.026,74.1,74.211,75.383,74.145,74.502,74.588,74.736
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.163,70.397,70.5,70.626,70.783,70.385,69.952,71.302,71.477,71.654
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.96462623,72.18473185,72.36512303,72.64336863,72.86863439,72.18196838,71.21490867,72.96755815,73.3288401,73.48038029
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.06,71.003,70.991,71.052,70.269,70.727,71.096,71.55,71.698,71.826
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.024,76.748,77.105,77.117,77.249,74.212,74.981,77.623,78.033,78.222
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.761,67.105,67.12,65.915,66.567,66.435,66.019,67.952,69.295,69.439
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.053,64.749,65.422,65.726,66.071,65.15,62.01,65.454,66.139,66.312
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.728,61.129,61.564,62.138,62.914,63.361,62.363,65.279,66.349,66.528
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.989,59.76,60.263,60.906,61.06,61.53,60.135,62.36,62.775,63.064
