country_code,country,year,u5_mort,income_group,adol_fert,life_exp,u5_mort_lag5
NRU,Nauru,2023,8.7,High income,76.239,62.109,13.1
NZL,New Zealand,2020,5.1,High income,11.865,82.25609756,5.6
NZL,New Zealand,2021,5.0,High income,10.911,82.20731707,5.5
NZL,New Zealand,2022,5.0,High income,10.937,81.95853659,5.4
NZL,New Zealand,2023,4.9,High income,10.879,81.75853659,5.3
OMN,Oman,2020,10.7,High income,7.439,77.763,11.1
OMN,Oman,2021,10.6,High income,6.743,75.969,11.0
OMN,Oman,2022,10.5,High income,5.875,77.911,11.0
OMN,Oman,2023,10.4,High income,5.986,80.031,10.9
PAK,Pakistan,2020,63.7,Lower middle income,44.572,65.701,74.8
PAK,Pakistan,2021,61.7,Lower middle income,43.372,65.773,72.4
PAK,Pakistan,2022,59.7,Lower middle income,42.298,67.417,70.1
PAK,Pakistan,2023,57.8,Lower middle income,41.095,67.649,67.9
PAN,Panama,2020,15.5,High income,62.55,76.33,17.1
PAN,Panama,2021,15.2,High income,58.035,77.004,17.0
PAN,Panama,2022,15.1,High income,57.772,79.324,16.7
PAN,Panama,2023,15.1,High income,57.342,79.594,16.3
PER,Peru,2020,14.5,Upper middle income,45.423,73.832,16.6
PER,Peru,2021,14.1,Upper middle income,44.42,71.596,16.1
PER,Peru,2022,13.7,Upper middle income,43.933,76.834,15.7
PER,Peru,2023,13.3,Upper middle income,43.562,77.74,15.3
PHL,Philippines,2020,28.0,Lower middle income,34.477,70.097,27.9
PHL,Philippines,2021,27.9,Lower middle income,32.45,66.675,27.8
PHL,Philippines,2022,27.5,Lower middle income,32.161,69.472,27.8
PHL,Philippines,2023,27.0,Lower middle income,31.887,69.833,27.9
PLW,Palau,2020,22.9,High income,30.193,68.689,21.3
PLW,Palau,2021,22.7,High income,30.02,68.563,21.9
PLW,Palau,2022,22.4,High income,30.031,68.922,22.5
PLW,Palau,2023,21.9,High income,29.927,69.269,22.9
PNG,Papua New Guinea,2020,44.7,Lower middle income,56.433,65.075,57.3
PNG,Papua New Guinea,2021,43.2,Lower middle income,55.664,64.358,50.4
PNG,Papua New Guinea,2022,41.9,Lower middle income,55.029,65.274,48.9
PNG,Papua New Guinea,2023,40.6,Lower middle income,54.069,66.134,47.5
POL,Poland,2020,4.4,High income,8.107,76.4,4.9
POL,Poland,2021,4.4,High income,6.772,75.35121951,4.8
POL,Poland,2022,4.3,High income,5.984,77.15609756,4.6
POL,Poland,2023,4.3,High income,6.191,78.25853659,4.5
PRK,"Korea, Dem. People's Rep.",2020,17.4,Low income,0.552,72.783,21.4
PRK,"Korea, Dem. People's Rep.",2021,17.4,Low income,0.539,73.437,20.6
PRK,"Korea, Dem. People's Rep.",2022,17.7,Low income,0.525,73.641,19.1
PRK,"Korea, Dem. People's Rep.",2023,18.0,Low income,0.512,73.642,18.4
PRT,Portugal,2020,3.4,High income,6.776,81.32926829,3.6
PRT,Portugal,2021,3.3,High income,5.811,81.37804878,3.6
PRT,Portugal,2022,3.3,High income,6.642,81.63170732,3.6
PRT,Portugal,2023,3.2,High income,6.985,82.32926829,3.5
PRY,Paraguay,2020,18.6,Upper middle income,72.899,72.72,21.9
PRY,Paraguay,2021,18.0,Upper middle income,71.902,68.108,21.2
PRY,Paraguay,2022,17.5,Upper middle income,71.036,72.319,20.5
PRY,Paraguay,2023,16.9,Upper middle income,70.332,73.844,19.9
PSE,West Bank and Gaza,2020,15.2,Lower middle income,38.946,74.998,18.2
PSE,West Bank and Gaza,2021,14.6,Lower middle income,37.919,73.89,17.5
PSE,West Bank and Gaza,2022,14.1,Lower middle income,36.837,76.662,16.9
PSE,West Bank and Gaza,2023,41.9,Lower middle income,36.043,65.17,16.3
QAT,Qatar,2020,6.3,High income,6.137,80.409,7.8
QAT,Qatar,2021,6.2,High income,4.894,81.083,7.5
QAT,Qatar,2022,6.1,High income,5.63,81.857,7.1
QAT,Qatar,2023,6.0,High income,5.693,82.368,6.8
ROU,Romania,2020,6.5,High income,34.155,74.25365854,9.2
ROU,Romania,2021,6.4,High income,33.234,72.8097561,8.5
ROU,Romania,2022,6.6,High income,33.514,75.15365854,7.9
ROU,Romania,2023,6.9,High income,33.75,76.40487805,7.3
RUS,Russian Federation,2020,5.7,High income,13.801,71.33878049,8.2
RUS,Russian Federation,2021,5.5,High income,13.565,69.9002439,7.5
RUS,Russian Federation,2022,5.4,High income,13.163,72.54560976,6.9
RUS,Russian Federation,2023,5.3,High income,12.974,73.25463415,6.4
RWA,Rwanda,2020,41.6,Low income,31.514,66.953,47.3
RWA,Rwanda,2021,40.6,Low income,31.158,66.85,45.8
RWA,Rwanda,2022,39.7,Low income,31.057,67.528,44.7
RWA,Rwanda,2023,38.8,Low income,30.779,67.785,43.7
SAU,Saudi Arabia,2020,6.9,High income,11.266,77.596,9.0
SAU,Saudi Arabia,2021,6.7,High income,10.467,77.089,8.5
SAU,Saudi Arabia,2022,6.4,High income,10.29,77.31,8.0
SAU,Saudi Arabia,2023,6.2,High income,11.114,78.732,7.6
SDN,Sudan,2020,54.3,Low income,71.151,65.124,63.5
SDN,Sudan,2021,52.7,Low income,69.14,64.46,61.6
SDN,Sudan,2022,51.0,Low income,67.339,65.695,59.7
SDN,Sudan,2023,63.1,Low income,66.071,66.331,57.8
SEN,Senegal,2020,44.2,Lower middle income,63.118,67.496,52.2
SEN,Senegal,2021,42.2,Lower middle income,62.176,66.868,50.8
SEN,Senegal,2022,40.1,Lower middle income,61.034,67.788,49.4
SEN,Senegal,2023,38.2,Lower middle income,60.242,68.683,47.9
SGP,Singapore,2020,2.4,High income,2.276,83.54390244,2.7
SGP,Singapore,2021,2.4,High income,2.16,83.09268293,2.6
SGP,Singapore,2022,2.5,High income,2.17,82.89512195,2.6
SGP,Singapore,2023,2.6,High income,2.16,83.09756098,2.5
SLB,Solomon Islands,2020,22.5,Lower middle income,52.236,69.258,25.0
SLB,Solomon Islands,2021,21.9,Lower middle income,51.836,68.89,24.6
SLB,Solomon Islands,2022,21.3,Lower middle income,51.179,70.409,24.1
SLB,Solomon Islands,2023,20.6,Lower middle income,50.372,70.528,23.6
SLE,Sierra Leone,2020,104.4,Low income,100.177,59.694,136.8
SLE,Sierra Leone,2021,100.6,Low income,98.06,60.26,121.8
SLE,Sierra Leone,2022,97.1,Low income,95.743,61.275,117.0
SLE,Sierra Leone,2023,93.8,Low income,93.592,61.786,112.4
SLV,El Salvador,2020,11.7,Upper middle income,56.865,70.244,14.6
SLV,El Salvador,2021,11.2,Upper middle income,56.143,69.941,13.9
SLV,El Salvador,2022,10.8,Upper middle income,54.881,71.969,13.3
SLV,El Salvador,2023,10.4,Upper middle income,54.23,72.099,12.7
SMR,San Marino,2020,1.5,High income,1.151,82.65,1.9
SMR,San Marino,2021,1.4,High income,1.177,83.539,1.8
SMR,San Marino,2022,1.4,High income,1.158,85.708,1.7
SMR,San Marino,2023,1.3,High income,1.158,85.706,1.6
SOM,"Somalia, Fed. Rep.",2020,114.7,Low income,122.735,57.095,134.3
SOM,"Somalia, Fed. Rep.",2021,111.0,Low income,120.995,55.703,130.2
SOM,"Somalia, Fed. Rep.",2022,143.1,Low income,119.277,53.931,156.4
SOM,"Somalia, Fed. Rep.",2023,104.3,Low income,117.1,58.816,136.4
SRB,Serbia,2020,5.5,Upper middle income,13.468,74.47804878,6.3
SRB,Serbia,2021,5.4,Upper middle income,13.739,72.7804878,6.1
SRB,Serbia,2022,5.4,Upper middle income,13.833,75.23658537,5.9
SRB,Serbia,2023,5.4,Upper middle income,13.669,76.14146341,5.8
SSD,South Sudan,2020,96.7,Low income,100.555,57.648,240.8
SSD,South Sudan,2021,96.7,Low income,99.485,57.047,272.9
SSD,South Sudan,2022,96.7,Low income,98.551,57.203,292.0
SSD,South Sudan,2023,96.7,Low income,97.132,57.617,133.7
STP,Sao Tome and Principe,2020,16.1,Lower middle income,88.99,67.979,23.3
STP,Sao Tome and Principe,2021,15.3,Lower middle income,87.903,68.026,21.3
STP,Sao Tome and Principe,2022,14.7,Lower middle income,86.779,69.237,19.6
STP,Sao Tome and Principe,2023,14.1,Lower middle income,86.195,69.718,18.2
SUR,Suriname,2020,17.9,Upper middle income,52.064,72.321,20.6
SUR,Suriname,2021,17.4,Upper middle income,49.56,68.943,20.1
SUR,Suriname,2022,16.8,Upper middle income,48.814,73.254,19.5
SUR,Suriname,2023,16.3,Upper middle income,48.032,73.631,18.9
SVK,Slovak Republic,2020,5.9,High income,25.975,76.86585366,6.2
SVK,Slovak Republic,2021,6.0,High income,25.872,74.61463415,6.1
SVK,Slovak Republic,2022,6.1,High income,24.543,76.96585366,6.0
SVK,Slovak Republic,2023,6.2,High income,24.59,78.1195122,5.9
SVN,Slovenia,2020,2.4,High income,4.056,80.53170732,2.6
SVN,Slovenia,2021,2.3,High income,3.83,80.67560976,2.5
SVN,Slovenia,2022,2.3,High income,3.525,81.28292683,2.5
SVN,Slovenia,2023,2.3,High income,3.496,81.92926829,2.4
SWE,Sweden,2020,2.6,High income,2.75,82.35609756,2.9
SWE,Sweden,2021,2.5,High income,2.38,83.05609756,2.8
SWE,Sweden,2022,2.5,High income,2.016,83.05853659,2.8
SWE,Sweden,2023,2.4,High income,1.792,83.3097561,2.7
SWZ,Eswatini,2020,50.5,Lower middle income,72.075,59.862,57.5
SWZ,Eswatini,2021,47.9,Lower middle income,70.741,58.228,54.4
SWZ,Eswatini,2022,47.3,Lower middle income,69.773,63.028,53.6
SWZ,Eswatini,2023,46.2,Lower middle income,68.726,64.123,50.4
SYC,Seychelles,2020,14.8,High income,57.331,77.23658537,14.6
SYC,Seychelles,2021,14.7,High income,56.384,73.39756098,14.7
SYC,Seychelles,2022,14.5,High income,55.385,74.5097561,14.7
SYC,Seychelles,2023,14.3,High income,54.516,75.4195122,14.8
SYR,Syrian Arab Republic,2020,21.9,Low income,41.213,71.944,37.1
SYR,Syrian Arab Republic,2021,20.5,Low income,40.73,72.418,32.2
SYR,Syrian Arab Republic,2022,20.7,Low income,39.72,72.79,32.9
SYR,Syrian Arab Republic,2023,20.1,Low income,38.91,72.12,32.5
TCA,Turks and Caicos Islands,2020,5.3,High income,17.872,77.499,6.2
TCA,Turks and Caicos Islands,2021,5.1,High income,17.257,77.234,6.0
TCA,Turks and Caicos Islands,2022,5.0,High income,16.581,77.918,5.8
TCA,Turks and Caicos Islands,2023,4.8,High income,16.189,78.008,5.6
TCD,Chad,2020,110.6,Low income,140.715,53.082,128.7
TCD,Chad,2021,107.3,Low income,137.946,53.136,125.0
TCD,Chad,2022,103.9,Low income,136.697,54.528,121.4
TCD,Chad,2023,100.6,Low income,134.738,55.069,117.6
TGO,Togo,2020,63.9,Low income,80.816,61.14,75.2
TGO,Togo,2021,62.0,Low income,79.696,61.337,72.8
TGO,Togo,2022,60.0,Low income,78.269,62.292,70.4
TGO,Togo,2023,58.1,Low income,77.05,62.74,68.1
THA,Thailand,2020,10.1,Upper middle income,29.613,77.331,11.9
THA,Thailand,2021,9.8,Upper middle income,27.475,77.606,11.5
THA,Thailand,2022,9.5,Upper middle income,26.254,75.291,11.1
THA,Thailand,2023,9.2,Upper middle income,26.145,76.412,10.8
TJK,Tajikistan,2020,30.1,Lower middle income,45.669,68.605,32.2
TJK,Tajikistan,2021,29.8,Lower middle income,43.993,69.594,31.5
TJK,Tajikistan,2022,29.4,Lower middle income,42.246,71.562,31.0
TJK,Tajikistan,2023,28.8,Lower middle income,40.437,71.79,30.7
TKM,Turkmenistan,2020,42.9,Upper middle income,24.73,68.846,43.2
TKM,Turkmenistan,2021,42.1,Upper middle income,24.023,69.353,43.5
TKM,Turkmenistan,2022,41.1,Upper middle income,22.303,69.913,43.8
TKM,Turkmenistan,2023,40.2,Upper middle income,21.227,70.073,43.8
TLS,Timor-Leste,2020,53.4,Lower middle income,29.407,66.919,60.2
TLS,Timor-Leste,2021,52.0,Lower middle income,28.284,66.199,58.7
TLS,Timor-Leste,2022,50.7,Lower middle income,27.87,67.368,57.3
TLS,Timor-Leste,2023,49.2,Lower middle income,27.406,67.689,56.0
TON,Tonga,2020,10.6,Upper middle income,24.889,72.379,11.9
TON,Tonga,2021,10.4,Upper middle income,24.728,72.13,11.6
TON,Tonga,2022,10.1,Upper middle income,24.958,72.635,11.4
TON,Tonga,2023,9.8,Upper middle income,24.841,72.895,11.1
TTO,Trinidad and Tobago,2020,20.8,High income,37.684,72.645,22.7
TTO,Trinidad and Tobago,2021,20.4,High income,37.22,71.111,22.3
TTO,Trinidad and Tobago,2022,19.9,High income,36.768,73.331,22.0
TTO,Trinidad and Tobago,2023,19.3,High income,35.994,73.49,21.6
TUN,Tunisia,2020,16.0,Lower middle income,5.264,75.004,18.2
TUN,Tunisia,2021,15.0,Lower middle income,4.321,72.893,18.1
TUN,Tunisia,2022,13.9,Lower middle income,4.475,76.05,17.9
TUN,Tunisia,2023,12.9,Lower middle income,4.315,76.508,17.5
TUR,Turkiye,2020,10.9,Upper middle income,15.334,76.525,13.3
TUR,Turkiye,2021,10.6,Upper middle income,13.63,75.722,12.7
TUR,Turkiye,2022,10.2,Upper middle income,12.203,77.591,12.2
TUR,Turkiye,2023,13.8,Upper middle income,12.055,77.156,11.7
TUV,Tuvalu,2020,21.9,Upper middle income,28.779,66.357,26.0
TUV,Tuvalu,2021,21.2,Upper middle income,28.474,65.824,25.2
TUV,Tuvalu,2022,20.5,Upper middle income,28.094,66.852,24.3
TUV,Tuvalu,2023,19.8,Upper middle income,27.507,67.105,23.5
TZA,Tanzania,2020,43.8,Lower middle income,117.034,66.771,54.3
TZA,Tanzania,2021,41.7,Lower middle income,115.452,66.131,52.0
TZA,Tanzania,2022,40.1,Lower middle income,114.29,66.879,49.8
TZA,Tanzania,2023,38.5,Lower middle income,113.209,66.995,47.6
UGA,Uganda,2020,50.9,Low income,112.94,66.41,57.9
UGA,Uganda,2021,50.2,Low income,110.964,66.45,55.6
UGA,Uganda,2022,50.0,Low income,108.697,67.675,54.0
UGA,Uganda,2023,49.4,Low income,106.954,68.252,52.7
UKR,Ukraine,2020,8.4,Upper middle income,15.489,73.283,9.5
UKR,Ukraine,2021,8.2,Upper middle income,14.417,71.631,9.1
UKR,Ukraine,2022,8.5,Upper middle income,10.271,72.658,8.9
UKR,Ukraine,2023,8.0,Upper middle income,11.377,73.422,8.7
URY,Uruguay,2020,7.3,High income,29.59,78.381,8.9
URY,Uruguay,2021,7.3,High income,27.356,75.434,8.4
URY,Uruguay,2022,7.3,High income,26.487,76.468,8.0
URY,Uruguay,2023,7.4,High income,26.188,78.138,7.7
USA,United States,2020,6.5,High income,14.719,76.9804878,6.8
USA,United States,2021,6.5,High income,13.724,76.32926829,6.7
USA,United States,2022,6.5,High income,13.628,77.43414634,6.6
USA,United States,2023,6.5,High income,13.145,78.38536585,6.5
UZB,Uzbekistan,2020,15.1,Lower middle income,21.316,71.461,19.7
UZB,Uzbekistan,2021,14.6,Lower middle income,31.127,71.681,18.4
UZB,Uzbekistan,2022,14.1,Lower middle income,34.418,72.147,17.3
UZB,Uzbekistan,2023,13.7,Lower middle income,34.081,72.388,16.4
VCT,St. Vincent and the Grenadines,2020,13.6,Upper middle income,50.299,69.605,17.4
VCT,St. Vincent and the Grenadines,2021,12.9,Upper middle income,44.54,69.132,16.6
VCT,St. Vincent and the Grenadines,2022,12.3,Upper middle income,43.553,71.191,15.8
VCT,St. Vincent and the Grenadines,2023,11.8,Upper middle income,42.3,71.23,15.0
VGB,British Virgin Islands,2020,13.8,High income,13.731,76.894,15.5
VGB,British Virgin Islands,2021,13.5,High income,14.387,75.297,15.2
VGB,British Virgin Islands,2022,13.1,High income,14.539,77.177,14.9
VGB,British Virgin Islands,2023,12.7,High income,15.27,77.276,14.6
VNM,Viet Nam,2020,19.5,Lower middle income,35.03,75.383,21.6
VNM,Viet Nam,2021,18.9,Lower middle income,34.666,74.145,21.3
VNM,Viet Nam,2022,18.4,Lower middle income,34.626,74.502,20.9
VNM,Viet Nam,2023,17.8,Lower middle income,34.277,74.588,20.5
VUT,Vanuatu,2020,18.1,Lower middle income,69.095,70.385,18.6
VUT,Vanuatu,2021,18.0,Lower middle income,68.166,69.952,18.4
VUT,Vanuatu,2022,17.8,Lower middle income,67.185,71.302,18.3
VUT,Vanuatu,2023,17.5,Lower middle income,66.219,71.477,18.2
WSM,Samoa,2020,16.7,Upper middle income,45.462,70.727,18.3
WSM,Samoa,2021,16.2,Upper middle income,44.02,71.096,18.1
WSM,Samoa,2022,15.8,Upper middle income,43.866,71.55,17.8
WSM,Samoa,2023,15.3,Upper middle income,43.538,71.698,17.5
XKX,Kosovo,2020,10.5,Upper middle income,8.163,74.212,14.3
XKX,Kosovo,2021,10.0,Upper middle income,8.162,74.981,13.4
XKX,Kosovo,2022,9.5,Upper middle income,8.0,77.623,12.6
XKX,Kosovo,2023,9.1,Upper middle income,7.834,78.033,11.9
YEM,"Yemen, Rep.",2020,43.4,Low income,74.303,66.435,49.3
YEM,"Yemen, Rep.",2021,42.6,Low income,74.54,66.019,47.9
YEM,"Yemen, Rep.",2022,41.1,Low income,74.879,67.952,47.5
YEM,"Yemen, Rep.",2023,39.5,Low income,75.328,69.295,47.3
ZAF,South Africa,2020,33.9,Upper middle income,51.614,65.15,38.2
ZAF,South Africa,2021,34.0,Upper middle income,52.546,62.01,36.8
ZAF,South Africa,2022,34.3,Upper middle income,51.707,65.454,35.7
ZAF,South Africa,2023,34.8,Upper middle income,51.56,66.139,34.9
ZMB,Zambia,2020,52.5,Lower middle income,120.712,63.361,60.2
ZMB,Zambia,2021,50.4,Lower middle income,118.744,62.363,57.1
ZMB,Zambia,2022,49.5,Lower middle income,117.398,65.279,55.2
ZMB,Zambia,2023,49.1,Lower middle income,115.907,66.349,54.7
ZWE,Zimbabwe,2020,61.7,Lower middle income,98.893,61.53,59.2
ZWE,Zimbabwe,2021,62.4,Lower middle income,99.199,60.135,57.5
ZWE,Zimbabwe,2022,64.0,Lower middle income,99.484,62.36,56.7
ZWE,Zimbabwe,2023,64.2,Lower middle income,98.057,62.775,56.3
